identifier,constant,rating,age,yearsmarried,number_of_children,religiousness,education,not_used_1,occupation,husband_occupation,extramarital_time_per_year,not_used_2,not_used_3
7864.0,1.0,4.0,37.0,16.5,3.0,3.0,12.0,14.0,2.0,4.0,0.7272727,0.0,1.0
7866.0,1.0,3.0,22.0,6.0,1.0,3.0,16.0,20.0,4.0,4.0,3.2666645,0.0,1.0
7883.0,1.0,4.0,27.0,6.0,1.0,1.0,14.0,20.0,3.0,5.0,0.5833333,0.0,1.0
7886.0,1.0,1.0,42.0,23.0,3.0,3.0,12.0,14.0,3.0,4.0,1.8260860,0.0,1.0
7889.0,1.0,3.0,22.0,6.0,2.0,3.0,12.0,11.5,2.0,4.0,3.2666645,0.0,1.0
7897.0,1.0,3.0,22.0,2.5,1.0,2.0,12.0,4.0,4.0,1.0,0.4000000,0.0,1.0
7899.0,1.0,4.0,22.0,2.5,1.0,3.0,16.0,11.5,3.0,3.0,4.7999992,0.0,1.0
7900.0,1.0,2.0,22.0,2.5,2.0,1.0,12.0,11.5,2.0,4.0,3.1999998,0.0,1.0
7902.0,1.0,5.0,22.0,2.5,1.0,3.0,14.0,9.0,2.0,5.0,4.8999996,0.0,1.0
7916.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,20.0,3.0,5.0,1.3999996,0.0,1.0
7922.0,1.0,4.0,42.0,23.0,5.5,3.0,12.0,11.5,5.0,5.0,0.5217391,0.0,1.0
7927.0,1.0,3.0,27.0,9.0,1.0,1.0,14.0,9.0,3.0,5.0,0.1111111,0.0,1.0
7940.0,1.0,3.0,37.0,23.0,4.0,2.0,12.0,9.0,3.0,2.0,1.9478254,0.0,1.0
7949.0,1.0,4.0,37.0,16.5,3.0,3.0,12.0,20.0,5.0,2.0,0.7424242,0.0,1.0
7950.0,1.0,5.0,22.0,2.5,1.0,2.0,14.0,11.5,4.0,1.0,7.8399963,0.0,1.0
7954.0,1.0,2.0,27.0,2.5,0.0,1.0,14.0,20.0,3.0,3.0,11.1999998,0.0,1.0
7956.0,1.0,5.0,22.0,2.5,1.0,2.0,16.0,11.5,4.0,4.0,1.3999996,0.0,1.0
7965.0,1.0,4.0,22.0,2.5,1.0,3.0,12.0,6.5,3.0,3.0,4.7999992,0.0,1.0
7966.0,1.0,4.0,27.0,6.0,2.0,2.0,14.0,11.5,3.0,5.0,0.1666666,0.0,1.0
7988.0,1.0,5.0,22.0,2.5,0.0,3.0,16.0,20.0,4.0,4.0,0.4000000,0.0,1.0
7997.0,1.0,4.0,27.0,6.0,1.0,3.0,16.0,9.0,3.0,3.0,1.3333330,0.0,1.0
8000.0,1.0,5.0,42.0,23.0,3.0,2.0,17.0,11.5,5.0,5.0,0.0434783,0.0,1.0
8005.0,1.0,5.0,37.0,16.5,4.0,2.0,12.0,20.0,3.0,2.0,1.6969690,0.0,1.0
8008.0,1.0,2.0,27.0,6.0,0.0,1.0,14.0,40.0,3.0,4.0,7.0000000,0.0,1.0
8013.0,1.0,4.0,32.0,16.5,3.0,4.0,14.0,20.0,3.0,5.0,1.1878777,0.0,1.0
8016.0,1.0,5.0,37.0,16.5,5.5,3.0,20.0,40.0,4.0,6.0,0.7424242,0.0,1.0
8026.0,1.0,5.0,27.0,2.5,2.0,2.0,16.0,20.0,3.0,2.0,0.4000000,0.0,1.0
8027.0,1.0,3.0,27.0,9.0,2.0,2.0,14.0,20.0,3.0,6.0,4.6666660,0.0,1.0
8031.0,1.0,4.0,32.0,13.0,4.0,3.0,12.0,20.0,3.0,4.0,0.2692307,0.0,1.0
8035.0,1.0,5.0,27.0,9.0,1.0,3.0,12.0,20.0,3.0,4.0,2.1777763,0.0,1.0
8037.0,1.0,5.0,32.0,6.0,3.0,1.0,14.0,6.5,3.0,2.0,4.6666660,0.0,1.0
8038.0,1.0,4.0,32.0,16.5,3.0,1.0,12.0,11.5,3.0,4.0,1.6969690,0.0,1.0
8042.0,1.0,3.0,27.0,9.0,0.0,1.0,12.0,14.0,3.0,5.0,7.4666662,0.0,1.0
8047.0,1.0,4.0,32.0,13.0,1.0,3.0,14.0,9.0,3.0,5.0,1.5076914,0.0,1.0
8070.0,1.0,3.0,42.0,23.0,2.0,3.0,9.0,6.5,2.0,2.0,0.5217391,0.0,1.0
8071.0,1.0,3.0,22.0,6.0,1.0,2.0,12.0,11.5,3.0,2.0,1.3333330,0.0,1.0
8084.0,1.0,4.0,37.0,23.0,3.0,3.0,12.0,20.0,5.0,2.0,0.3478261,0.0,1.0
8090.0,1.0,5.0,42.0,23.0,3.0,3.0,16.0,40.0,4.0,2.0,0.3478261,0.0,1.0
8098.0,1.0,2.0,22.0,6.0,0.0,2.0,12.0,14.0,3.0,3.0,3.2666645,0.0,1.0
8111.0,1.0,3.0,37.0,13.0,2.0,2.0,12.0,20.0,3.0,5.0,0.2692307,0.0,1.0
8128.0,1.0,3.0,32.0,13.0,2.0,2.0,16.0,6.5,3.0,5.0,0.9230769,0.0,1.0
8129.0,1.0,3.0,22.0,2.5,0.0,2.0,12.0,20.0,3.0,3.0,0.4000000,0.0,1.0
8133.0,1.0,3.0,42.0,23.0,5.5,3.0,14.0,20.0,3.0,4.0,0.5326087,0.0,1.0
8136.0,1.0,2.0,32.0,16.5,2.0,2.0,16.0,20.0,4.0,6.0,0.7424242,0.0,1.0
8141.0,1.0,4.0,27.0,6.0,2.0,3.0,14.0,20.0,5.0,4.0,2.0000000,0.0,1.0
8144.0,1.0,4.0,37.0,16.5,3.0,4.0,16.0,20.0,4.0,5.0,0.7424242,0.0,1.0
8149.0,1.0,5.0,37.0,23.0,3.0,1.0,12.0,40.0,3.0,5.0,0.3478261,0.0,1.0
8150.0,1.0,3.0,22.0,2.5,0.0,3.0,14.0,11.5,3.0,3.0,3.1999998,0.0,1.0
8153.0,1.0,3.0,22.0,2.5,0.0,2.0,12.0,14.0,3.0,5.0,4.7999992,0.0,1.0
8159.0,1.0,4.0,22.0,9.0,3.0,2.0,14.0,20.0,3.0,3.0,0.3888888,0.0,1.0
8161.0,1.0,3.0,42.0,23.0,2.0,1.0,12.0,40.0,2.0,5.0,0.0434783,0.0,1.0
8162.0,1.0,4.0,32.0,13.0,1.0,1.0,12.0,11.5,3.0,2.0,1.5076914,0.0,1.0
8163.0,1.0,3.0,22.0,2.5,1.0,2.0,12.0,9.0,2.0,4.0,11.1999998,0.0,1.0
8169.0,1.0,2.0,37.0,13.0,3.0,2.0,14.0,40.0,4.0,2.0,0.0769231,0.0,1.0
8170.0,1.0,5.0,42.0,23.0,2.0,3.0,12.0,20.0,5.0,5.0,0.1521739,0.0,1.0
8184.0,1.0,2.0,37.0,16.5,3.0,3.0,16.0,6.5,4.0,2.0,0.7272727,0.0,1.0
8188.0,1.0,3.0,27.0,6.0,1.0,2.0,14.0,20.0,4.0,4.0,2.0000000,0.0,1.0
8196.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,20.0,4.0,4.0,3.1999998,0.0,1.0
8210.0,1.0,3.0,22.0,2.5,1.0,3.0,14.0,14.0,4.0,3.0,4.7999992,0.0,1.0
8215.0,1.0,4.0,32.0,13.0,3.0,1.0,14.0,14.0,3.0,4.0,0.2692307,0.0,1.0
8220.0,1.0,5.0,27.0,9.0,2.0,1.0,16.0,9.0,3.0,5.0,1.3611107,0.0,1.0
8223.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,6.5,3.0,2.0,7.8399963,0.0,1.0
8225.0,1.0,5.0,42.0,23.0,3.0,3.0,12.0,11.5,5.0,2.0,0.1521739,0.0,1.0
8231.0,1.0,3.0,22.0,2.5,1.0,3.0,14.0,20.0,3.0,2.0,1.3999996,0.0,1.0
8236.0,1.0,4.0,27.0,6.0,1.0,2.0,17.0,20.0,4.0,2.0,3.2666645,0.0,1.0
8251.0,1.0,4.0,37.0,16.5,3.0,3.0,14.0,14.0,4.0,2.0,0.7424242,0.0,1.0
8256.0,1.0,5.0,27.0,6.0,1.0,3.0,14.0,20.0,3.0,2.0,2.0000000,0.0,1.0
8261.0,1.0,4.0,22.0,2.5,4.0,3.0,12.0,20.0,2.0,4.0,0.4000000,0.0,1.0
8263.0,1.0,2.0,32.0,9.0,2.0,2.0,14.0,20.0,4.0,5.0,2.1777763,0.0,1.0
8265.0,1.0,4.0,22.0,2.5,1.0,3.0,17.0,6.5,4.0,1.0,4.8999996,0.0,1.0
8269.0,1.0,4.0,27.0,6.0,0.0,2.0,20.0,20.0,6.0,6.0,2.0416660,0.0,1.0
8281.0,1.0,3.0,27.0,2.5,0.0,2.0,12.0,40.0,3.0,6.0,7.8399963,0.0,1.0
8289.0,1.0,4.0,22.0,2.5,2.0,2.0,12.0,11.5,4.0,2.0,1.3999996,0.0,1.0
8290.0,1.0,2.0,22.0,6.0,1.0,2.0,14.0,9.0,3.0,5.0,7.4666672,0.0,1.0
8307.0,1.0,4.0,32.0,6.0,1.0,3.0,12.0,20.0,3.0,4.0,0.5833333,0.0,1.0
8309.0,1.0,5.0,22.0,6.0,0.0,2.0,14.0,6.5,3.0,1.0,2.0416660,0.0,1.0
8333.0,1.0,4.0,32.0,9.0,2.0,2.0,12.0,20.0,3.0,2.0,0.8888888,0.0,1.0
8336.0,1.0,2.0,42.0,23.0,4.0,2.0,17.0,6.5,4.0,2.0,0.1521739,0.0,1.0
8337.0,1.0,1.0,37.0,23.0,4.0,2.0,9.0,20.0,2.0,5.0,0.8521735,0.0,1.0
8352.0,1.0,4.0,37.0,23.0,2.0,2.0,14.0,11.5,4.0,4.0,0.1521739,0.0,1.0
8355.0,1.0,4.0,27.0,9.0,0.0,2.0,17.0,20.0,4.0,5.0,2.1777763,0.0,1.0
8370.0,1.0,2.0,22.0,6.0,2.0,2.0,12.0,11.5,4.0,4.0,0.1666666,0.0,1.0
8383.0,1.0,3.0,27.0,6.0,3.0,3.0,14.0,11.5,3.0,5.0,2.0416660,0.0,1.0
8384.0,1.0,4.0,22.0,2.5,5.5,3.0,12.0,11.5,3.0,2.0,1.3999996,0.0,1.0
8392.0,1.0,5.0,22.0,6.0,2.0,3.0,12.0,6.5,3.0,5.0,0.5833333,0.0,1.0
8416.0,1.0,3.0,27.0,6.0,1.0,2.0,16.0,14.0,4.0,4.0,0.5833333,0.0,1.0
8419.0,1.0,3.0,22.0,2.5,0.0,3.0,14.0,20.0,3.0,5.0,3.1999998,0.0,1.0
8422.0,1.0,4.0,32.0,16.5,5.5,2.0,12.0,20.0,3.0,5.0,0.2121212,0.0,1.0
8423.0,1.0,4.0,27.0,9.0,2.0,3.0,12.0,11.5,3.0,2.0,0.8888888,0.0,1.0
8431.0,1.0,2.0,37.0,23.0,3.0,3.0,12.0,20.0,3.0,4.0,0.0434783,0.0,1.0
8454.0,1.0,3.0,37.0,23.0,4.0,3.0,12.0,40.0,5.0,2.0,0.0434783,0.0,1.0
8458.0,1.0,3.0,32.0,16.5,5.5,2.0,12.0,9.0,3.0,3.0,2.5454540,0.0,1.0
8473.0,1.0,3.0,22.0,2.5,0.0,2.0,16.0,6.5,5.0,4.0,1.3999996,0.0,1.0
8479.0,1.0,5.0,37.0,23.0,4.0,3.0,12.0,20.0,2.0,2.0,1.2173910,0.0,1.0
8483.0,1.0,5.0,22.0,2.5,0.0,3.0,12.0,11.5,3.0,2.0,1.3999996,0.0,1.0
8484.0,1.0,5.0,27.0,9.0,1.0,3.0,12.0,14.0,2.0,2.0,0.3888888,0.0,1.0
8492.0,1.0,5.0,32.0,13.0,3.0,1.0,12.0,20.0,2.0,2.0,0.6153846,0.0,1.0
8496.0,1.0,3.0,32.0,16.5,2.0,3.0,12.0,11.5,2.0,2.0,1.1878777,0.0,1.0
8504.0,1.0,5.0,32.0,16.5,2.0,1.0,16.0,20.0,4.0,2.0,4.0727262,0.0,1.0
8510.0,1.0,4.0,27.0,6.0,0.0,2.0,16.0,11.5,4.0,2.0,2.0000000,0.0,1.0
8523.0,1.0,4.0,22.0,2.5,0.0,3.0,16.0,20.0,3.0,5.0,1.3999996,0.0,1.0
8536.0,1.0,2.0,22.0,2.5,0.0,3.0,14.0,14.0,3.0,2.0,4.7999992,0.0,1.0
8538.0,1.0,4.0,37.0,16.5,2.0,3.0,14.0,20.0,3.0,5.0,8.7272720,0.0,1.0
8541.0,1.0,5.0,27.0,6.0,1.0,4.0,16.0,14.0,4.0,4.0,2.0416660,0.0,1.0
8551.0,1.0,3.0,22.0,6.0,1.0,3.0,12.0,14.0,4.0,4.0,4.6666660,0.0,1.0
8556.0,1.0,2.0,32.0,9.0,2.0,3.0,14.0,20.0,2.0,4.0,1.3611107,0.0,1.0
8562.0,1.0,4.0,27.0,6.0,2.0,1.0,14.0,6.5,3.0,1.0,3.2666645,0.0,1.0
8565.0,1.0,3.0,27.0,2.5,0.0,1.0,17.0,40.0,5.0,4.0,16.7999878,0.0,1.0
8587.0,1.0,2.0,22.0,6.0,1.0,3.0,12.0,11.5,3.0,5.0,2.0416660,0.0,1.0
8589.0,1.0,3.0,27.0,9.0,2.0,3.0,12.0,9.0,2.0,2.0,2.1777763,0.0,1.0
8593.0,1.0,3.0,37.0,23.0,4.0,1.0,17.0,20.0,4.0,4.0,0.5217391,0.0,1.0
8596.0,1.0,3.0,42.0,23.0,5.5,4.0,20.0,20.0,4.0,4.0,0.5326087,0.0,1.0
8602.0,1.0,5.0,22.0,2.5,1.0,3.0,12.0,20.0,6.0,2.0,26.8799896,0.0,1.0
8617.0,1.0,4.0,37.0,16.5,3.0,2.0,12.0,20.0,2.0,2.0,0.7272727,0.0,1.0
8633.0,1.0,5.0,27.0,6.0,0.0,2.0,12.0,20.0,3.0,2.0,11.1999989,0.0,1.0
8646.0,1.0,3.0,22.0,2.5,0.0,2.0,14.0,20.0,5.0,2.0,11.1999998,0.0,1.0
8657.0,1.0,3.0,32.0,16.5,3.0,2.0,14.0,40.0,5.0,5.0,2.7151508,0.0,1.0
8673.0,1.0,5.0,27.0,6.0,0.0,3.0,16.0,20.0,5.0,5.0,3.2666645,0.0,1.0
8687.0,1.0,2.0,42.0,23.0,3.0,2.0,12.0,20.0,3.0,4.0,0.0434783,0.0,1.0
8697.0,1.0,4.0,27.0,2.5,0.0,3.0,20.0,20.0,4.0,5.0,7.8399963,0.0,1.0
8722.0,1.0,5.0,22.0,2.5,0.0,3.0,14.0,14.0,3.0,5.0,0.4000000,0.0,1.0
8738.0,1.0,3.0,27.0,6.0,1.0,3.0,12.0,20.0,3.0,4.0,0.5833333,0.0,1.0
8749.0,1.0,5.0,32.0,13.0,1.0,2.0,14.0,20.0,4.0,3.0,0.9423077,0.0,1.0
8752.0,1.0,2.0,32.0,2.5,0.0,3.0,20.0,20.0,4.0,4.0,1.3999996,0.0,1.0
8757.0,1.0,2.0,27.0,9.0,2.0,2.0,16.0,20.0,4.0,5.0,0.1111111,0.0,1.0
8787.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,14.0,3.0,3.0,1.3999996,0.0,1.0
8795.0,1.0,4.0,27.0,2.5,0.0,2.0,17.0,20.0,4.0,5.0,0.4000000,0.0,1.0
8805.0,1.0,4.0,27.0,0.5,0.0,3.0,12.0,6.5,3.0,4.0,2.0000000,0.0,1.0
8811.0,1.0,4.0,32.0,13.0,2.0,4.0,14.0,20.0,4.0,5.0,0.2692307,0.0,1.0
8813.0,1.0,3.0,27.0,9.0,1.0,3.0,12.0,11.5,2.0,2.0,2.1777763,0.0,1.0
8814.0,1.0,3.0,32.0,13.0,2.0,2.0,12.0,11.5,3.0,5.0,3.4461536,0.0,1.0
8815.0,1.0,5.0,27.0,9.0,2.0,2.0,12.0,20.0,3.0,5.0,0.3888888,0.0,1.0
8816.0,1.0,5.0,22.0,6.0,1.0,2.0,12.0,11.5,3.0,2.0,1.3333330,0.0,1.0
8825.0,1.0,3.0,32.0,13.0,0.0,1.0,12.0,14.0,3.0,4.0,3.4461536,0.0,1.0
8842.0,1.0,3.0,37.0,23.0,2.0,3.0,14.0,20.0,4.0,5.0,0.3478261,0.0,1.0
8861.0,1.0,5.0,32.0,16.5,1.0,3.0,12.0,40.0,3.0,2.0,1.1878777,0.0,1.0
8863.0,1.0,3.0,32.0,16.5,3.0,1.0,14.0,40.0,3.0,6.0,1.1878777,0.0,1.0
8866.0,1.0,5.0,22.0,6.0,0.0,1.0,14.0,11.5,4.0,4.0,7.0000000,0.0,1.0
8867.0,1.0,4.0,37.0,13.0,0.0,2.0,20.0,40.0,2.0,6.0,5.1692305,0.0,1.0
8889.0,1.0,3.0,42.0,23.0,3.0,2.0,14.0,40.0,5.0,4.0,0.5217391,0.0,1.0
8892.0,1.0,4.0,22.0,2.5,0.0,3.0,14.0,20.0,3.0,4.0,7.8399963,0.0,1.0
8897.0,1.0,4.0,27.0,13.0,3.0,3.0,14.0,14.0,6.0,5.0,5.1692305,0.0,1.0
8898.0,1.0,2.0,42.0,23.0,1.0,1.0,20.0,40.0,6.0,6.0,1.9478254,0.0,1.0
8899.0,1.0,2.0,27.0,9.0,2.0,3.0,14.0,14.0,2.0,2.0,1.3611107,0.0,1.0
8907.0,1.0,5.0,27.0,6.0,1.0,2.0,14.0,11.5,4.0,2.0,2.0416660,0.0,1.0
8913.0,1.0,5.0,37.0,13.0,4.0,2.0,12.0,20.0,4.0,5.0,1.5076914,0.0,1.0
8914.0,1.0,2.0,22.0,6.0,1.0,2.0,14.0,20.0,3.0,2.0,3.2666645,0.0,1.0
8915.0,1.0,3.0,17.5,2.5,0.0,4.0,14.0,11.5,3.0,4.0,3.1999998,0.0,1.0
8916.0,1.0,5.0,22.0,2.5,1.0,3.0,14.0,6.5,2.0,4.0,16.7999878,0.0,1.0
8922.0,1.0,3.0,27.0,6.0,0.0,3.0,14.0,20.0,3.0,4.0,2.0000000,0.0,1.0
8929.0,1.0,5.0,27.0,9.0,0.0,1.0,14.0,20.0,3.0,5.0,2.1777763,0.0,1.0
8930.0,1.0,3.0,32.0,13.0,3.0,2.0,14.0,40.0,3.0,6.0,1.5076914,0.0,1.0
8931.0,1.0,4.0,37.0,23.0,3.0,3.0,12.0,11.5,3.0,4.0,0.5217391,0.0,1.0
8933.0,1.0,4.0,42.0,23.0,1.0,2.0,12.0,40.0,5.0,5.0,0.3478261,0.0,1.0
8938.0,1.0,3.0,32.0,9.0,2.0,3.0,16.0,14.0,3.0,5.0,2.1777763,0.0,1.0
8944.0,1.0,5.0,42.0,23.0,3.0,4.0,14.0,40.0,5.0,6.0,0.5217391,0.0,1.0
8947.0,1.0,4.0,27.0,9.0,2.0,2.0,12.0,14.0,3.0,4.0,1.3611107,0.0,1.0
8949.0,1.0,4.0,32.0,16.5,3.0,3.0,14.0,20.0,5.0,5.0,1.1878777,0.0,1.0
8959.0,1.0,2.0,22.0,2.5,0.0,1.0,14.0,11.5,3.0,4.0,11.1999998,0.0,1.0
8960.0,1.0,3.0,37.0,16.5,3.0,2.0,12.0,20.0,3.0,5.0,5.8181810,0.0,1.0
8964.0,1.0,3.0,22.0,2.5,0.0,2.0,14.0,11.5,3.0,4.0,0.4000000,0.0,1.0
8969.0,1.0,4.0,27.0,6.0,0.0,1.0,17.0,40.0,4.0,6.0,3.2666645,0.0,1.0
8971.0,1.0,5.0,32.0,13.0,3.0,3.0,14.0,40.0,6.0,6.0,0.2692307,0.0,1.0
8975.0,1.0,5.0,42.0,23.0,3.0,2.0,12.0,20.0,4.0,2.0,2.9217386,0.0,1.0
8985.0,1.0,5.0,22.0,2.5,1.0,3.0,14.0,9.0,3.0,2.0,1.3999996,0.0,1.0
8993.0,1.0,4.0,42.0,23.0,2.0,3.0,12.0,14.0,3.0,5.0,1.8260860,0.0,1.0
9012.0,1.0,4.0,32.0,16.5,2.0,4.0,14.0,20.0,3.0,5.0,0.7272727,0.0,1.0
9028.0,1.0,3.0,27.0,2.5,2.0,1.0,14.0,20.0,4.0,2.0,3.1999998,0.0,1.0
9036.0,1.0,5.0,42.0,16.5,2.0,1.0,20.0,40.0,4.0,4.0,0.2121212,0.0,1.0
9037.0,1.0,5.0,22.0,2.5,0.0,2.0,14.0,9.0,5.0,4.0,0.4000000,0.0,1.0
9044.0,1.0,3.0,22.0,2.5,0.0,1.0,14.0,14.0,5.0,4.0,4.7999992,0.0,1.0
9046.0,1.0,4.0,27.0,2.5,0.0,2.0,16.0,40.0,3.0,5.0,3.1999998,0.0,1.0
9051.0,1.0,3.0,27.0,6.0,1.0,3.0,14.0,14.0,3.0,4.0,0.5833333,0.0,1.0
9053.0,1.0,4.0,42.0,23.0,2.0,3.0,14.0,40.0,3.0,5.0,0.5326087,0.0,1.0
9081.0,1.0,2.0,37.0,2.5,1.0,3.0,14.0,14.0,3.0,2.0,1.3999996,0.0,1.0
9083.0,1.0,2.0,42.0,23.0,2.0,3.0,14.0,20.0,3.0,5.0,0.5326087,0.0,1.0
9093.0,1.0,1.0,42.0,23.0,2.0,1.0,14.0,40.0,5.0,5.0,1.8260860,0.0,1.0
9095.0,1.0,5.0,27.0,13.0,1.0,1.0,12.0,14.0,2.0,4.0,0.9423077,0.0,1.0
9104.0,1.0,5.0,32.0,9.0,1.0,3.0,20.0,20.0,3.0,3.0,4.9777775,0.0,1.0
9106.0,1.0,3.0,27.0,9.0,1.0,1.0,16.0,20.0,5.0,4.0,0.3888888,0.0,1.0
9109.0,1.0,4.0,27.0,9.0,2.0,2.0,12.0,20.0,4.0,4.0,2.1777763,0.0,1.0
9134.0,1.0,4.0,27.0,6.0,2.0,3.0,14.0,11.5,6.0,5.0,2.0416660,0.0,1.0
9163.0,1.0,4.0,27.0,9.0,1.0,2.0,20.0,14.0,3.0,5.0,2.1777763,0.0,1.0
9172.0,1.0,2.0,37.0,16.5,3.0,2.0,20.0,20.0,4.0,4.0,0.2121212,0.0,1.0
9178.0,1.0,3.0,27.0,9.0,2.0,3.0,14.0,20.0,3.0,5.0,0.3888888,0.0,1.0
9180.0,1.0,5.0,27.0,6.0,1.0,2.0,14.0,40.0,4.0,6.0,0.5833333,0.0,1.0
9185.0,1.0,3.0,37.0,23.0,2.0,2.0,14.0,20.0,5.0,4.0,0.5326087,0.0,1.0
9226.0,1.0,4.0,27.0,13.0,1.0,4.0,14.0,11.5,3.0,5.0,0.9230769,0.0,1.0
9229.0,1.0,4.0,22.0,0.5,0.0,1.0,12.0,9.0,2.0,4.0,24.0000000,0.0,1.0
9234.0,1.0,5.0,42.0,23.0,5.5,4.0,12.0,14.0,3.0,4.0,0.1521739,0.0,1.0
9238.0,1.0,4.0,32.0,13.0,2.0,1.0,14.0,20.0,5.0,6.0,0.9423077,0.0,1.0
9239.0,1.0,4.0,27.0,9.0,2.0,1.0,16.0,11.5,4.0,4.0,0.8888888,0.0,1.0
9243.0,1.0,5.0,22.0,6.0,2.0,3.0,12.0,11.5,2.0,5.0,0.1666666,0.0,1.0
9253.0,1.0,2.0,37.0,16.5,2.0,1.0,12.0,40.0,3.0,6.0,1.1878777,0.0,1.0
9280.0,1.0,3.0,32.0,13.0,2.0,2.0,16.0,20.0,3.0,5.0,1.5076914,0.0,1.0
9281.0,1.0,4.0,27.0,9.0,0.0,1.0,12.0,20.0,3.0,5.0,2.1777763,0.0,1.0
9284.0,1.0,3.0,42.0,23.0,2.0,3.0,16.0,40.0,5.0,6.0,0.8521735,0.0,1.0
9292.0,1.0,4.0,27.0,9.0,2.0,3.0,14.0,14.0,3.0,4.0,2.1777763,0.0,1.0
9296.0,1.0,5.0,22.0,6.0,0.0,3.0,12.0,40.0,3.0,5.0,0.1666666,0.0,1.0
9298.0,1.0,4.0,42.0,23.0,3.0,3.0,12.0,20.0,3.0,4.0,0.5217391,0.0,1.0
9301.0,1.0,4.0,37.0,16.5,2.0,2.0,12.0,40.0,3.0,5.0,0.2121212,0.0,1.0
9303.0,1.0,4.0,42.0,16.5,1.0,2.0,16.0,40.0,2.0,6.0,0.2121212,0.0,1.0
9312.0,1.0,4.0,37.0,16.5,5.5,2.0,14.0,20.0,4.0,5.0,0.7424242,0.0,1.0
9326.0,1.0,2.0,32.0,13.0,1.0,2.0,17.0,20.0,3.0,3.0,1.5076914,0.0,1.0
9341.0,1.0,2.0,32.0,9.0,2.0,1.0,16.0,40.0,5.0,5.0,0.3888888,0.0,1.0
9368.0,1.0,4.0,42.0,23.0,2.0,1.0,14.0,40.0,5.0,6.0,2.7826080,0.0,1.0
9373.0,1.0,4.0,42.0,23.0,2.0,2.0,12.0,9.0,3.0,4.0,0.1521739,0.0,1.0
9381.0,1.0,5.0,22.0,2.5,0.0,1.0,12.0,11.5,3.0,4.0,4.8999996,0.0,1.0
9386.0,1.0,4.0,27.0,6.0,1.0,2.0,14.0,20.0,4.0,2.0,1.3333330,0.0,1.0
9388.0,1.0,4.0,22.0,6.0,2.0,4.0,12.0,11.5,3.0,2.0,0.1666666,0.0,1.0
9393.0,1.0,5.0,37.0,23.0,4.0,3.0,12.0,20.0,3.0,4.0,2.7826080,0.0,1.0
9419.0,1.0,3.0,42.0,23.0,2.0,1.0,20.0,40.0,4.0,4.0,0.8521735,0.0,1.0
9423.0,1.0,4.0,32.0,9.0,0.0,2.0,20.0,40.0,4.0,4.0,0.1111111,0.0,1.0
9424.0,1.0,4.0,22.0,2.5,0.0,1.0,16.0,20.0,2.0,4.0,3.1999998,0.0,1.0
9441.0,1.0,5.0,27.0,6.0,1.0,3.0,14.0,20.0,3.0,3.0,2.0000000,0.0,1.0
9446.0,1.0,5.0,27.0,2.5,0.0,3.0,16.0,20.0,4.0,3.0,7.8399963,0.0,1.0
9456.0,1.0,5.0,22.0,2.5,1.0,2.0,12.0,9.0,2.0,2.0,1.3999996,0.0,1.0
9464.0,1.0,5.0,27.0,6.0,0.0,1.0,17.0,20.0,5.0,2.0,0.5833333,0.0,1.0
9469.0,1.0,3.0,32.0,13.0,2.0,4.0,12.0,9.0,2.0,5.0,1.5076914,0.0,1.0
9486.0,1.0,4.0,32.0,16.5,2.0,3.0,14.0,20.0,5.0,4.0,0.7424242,0.0,1.0
9496.0,1.0,5.0,32.0,13.0,2.0,2.0,14.0,20.0,4.0,5.0,0.2692307,0.0,1.0
9497.0,1.0,4.0,32.0,16.5,2.0,4.0,14.0,6.5,2.0,1.0,0.4848484,0.0,1.0
9500.0,1.0,3.0,32.0,13.0,2.0,2.0,20.0,40.0,4.0,5.0,0.2692307,0.0,1.0
9515.0,1.0,3.0,42.0,23.0,4.0,3.0,20.0,11.5,4.0,5.0,0.8521735,0.0,1.0
9518.0,1.0,5.0,27.0,9.0,1.0,1.0,20.0,40.0,6.0,6.0,0.8888888,0.0,1.0
9531.0,1.0,4.0,32.0,16.5,2.0,2.0,12.0,20.0,3.0,4.0,1.1878777,0.0,1.0
9540.0,1.0,5.0,42.0,23.0,3.0,3.0,17.0,40.0,4.0,5.0,0.0434783,0.0,1.0
9555.0,1.0,3.0,32.0,13.0,4.0,2.0,12.0,11.5,2.0,4.0,0.2692307,0.0,1.0
9568.0,1.0,3.0,32.0,16.5,2.0,1.0,14.0,14.0,3.0,4.0,2.5454540,0.0,1.0
9576.0,1.0,5.0,32.0,6.0,1.0,1.0,14.0,20.0,4.0,5.0,0.5833333,0.0,1.0
9580.0,1.0,4.0,27.0,6.0,1.0,2.0,14.0,14.0,3.0,5.0,0.5833333,0.0,1.0
9581.0,1.0,2.0,27.0,9.0,1.0,1.0,17.0,11.5,1.0,4.0,3.1111107,0.0,1.0
9584.0,1.0,5.0,27.0,6.0,0.0,2.0,16.0,40.0,5.0,6.0,0.5833333,0.0,1.0
9606.0,1.0,4.0,27.0,16.5,2.0,3.0,9.0,11.5,2.0,4.0,0.7424242,0.0,1.0
9610.0,1.0,4.0,32.0,13.0,1.0,3.0,20.0,9.0,2.0,2.0,0.9423077,0.0,1.0
9614.0,1.0,4.0,37.0,16.5,2.0,2.0,12.0,20.0,3.0,3.0,1.1878777,0.0,1.0
